,generation,game,dir,pokedex number
487,gen2,crystal,gen2/crystal/13.png,13
488,gen2,crystal,gen2/crystal/130.png,130
489,gen2,crystal,gen2/crystal/131.png,131
490,gen2,crystal,gen2/crystal/132.png,132
491,gen2,crystal,gen2/crystal/133.png,133
492,gen2,crystal,gen2/crystal/134.png,134
493,gen2,crystal,gen2/crystal/135.png,135
494,gen2,crystal,gen2/crystal/136.png,136
495,gen2,crystal,gen2/crystal/137.png,137
496,gen2,crystal,gen2/crystal/138.png,138
497,gen2,crystal,gen2/crystal/139.png,139
498,gen2,crystal,gen2/crystal/14.png,14
499,gen2,crystal,gen2/crystal/140.png,140
500,gen2,crystal,gen2/crystal/141.png,141
501,gen2,crystal,gen2/crystal/142.png,142
502,gen2,crystal,gen2/crystal/143.png,143
503,gen2,crystal,gen2/crystal/144.png,144
504,gen2,crystal,gen2/crystal/145.png,145
505,gen2,crystal,gen2/crystal/146.png,146
506,gen2,crystal,gen2/crystal/147.png,147
507,gen2,crystal,gen2/crystal/148.png,148
508,gen2,crystal,gen2/crystal/149.png,149
509,gen2,crystal,gen2/crystal/15.png,15
510,gen2,crystal,gen2/crystal/150.png,150
511,gen2,crystal,gen2/crystal/151.png,151
512,gen2,crystal,gen2/crystal/152.png,152
513,gen2,crystal,gen2/crystal/153.png,153
514,gen2,crystal,gen2/crystal/154.png,154
515,gen2,crystal,gen2/crystal/155.png,155
516,gen2,crystal,gen2/crystal/156.png,156
517,gen2,crystal,gen2/crystal/157.png,157
518,gen2,crystal,gen2/crystal/158.png,158
519,gen2,crystal,gen2/crystal/159.png,159
520,gen2,crystal,gen2/crystal/16.png,16
521,gen2,crystal,gen2/crystal/160.png,160
522,gen2,crystal,gen2/crystal/161.png,161
523,gen2,crystal,gen2/crystal/162.png,162
524,gen2,crystal,gen2/crystal/163.png,163
525,gen2,crystal,gen2/crystal/164.png,164
526,gen2,crystal,gen2/crystal/165.png,165
527,gen2,crystal,gen2/crystal/166.png,166
528,gen2,crystal,gen2/crystal/167.png,167
529,gen2,crystal,gen2/crystal/168.png,168
530,gen2,crystal,gen2/crystal/169.png,169
531,gen2,crystal,gen2/crystal/17.png,17
532,gen2,crystal,gen2/crystal/170.png,170
533,gen2,crystal,gen2/crystal/171.png,171
534,gen2,crystal,gen2/crystal/172.png,172
535,gen2,crystal,gen2/crystal/173.png,173
536,gen2,crystal,gen2/crystal/174.png,174
537,gen2,crystal,gen2/crystal/175.png,175
538,gen2,crystal,gen2/crystal/176.png,176
539,gen2,crystal,gen2/crystal/177.png,177
540,gen2,crystal,gen2/crystal/178.png,178
541,gen2,crystal,gen2/crystal/179.png,179
542,gen2,crystal,gen2/crystal/18.png,18
543,gen2,crystal,gen2/crystal/180.png,180
544,gen2,crystal,gen2/crystal/181.png,181
545,gen2,crystal,gen2/crystal/182.png,182
546,gen2,crystal,gen2/crystal/183.png,183
547,gen2,crystal,gen2/crystal/184.png,184
548,gen2,crystal,gen2/crystal/185.png,185
549,gen2,crystal,gen2/crystal/186.png,186
550,gen2,crystal,gen2/crystal/187.png,187
551,gen2,crystal,gen2/crystal/188.png,188
552,gen2,crystal,gen2/crystal/189.png,189
553,gen2,crystal,gen2/crystal/19.png,19
554,gen2,crystal,gen2/crystal/190.png,190
555,gen2,crystal,gen2/crystal/191.png,191
556,gen2,crystal,gen2/crystal/192.png,192
557,gen2,crystal,gen2/crystal/193.png,193
558,gen2,crystal,gen2/crystal/194.png,194
559,gen2,crystal,gen2/crystal/195.png,195
560,gen2,crystal,gen2/crystal/196.png,196
561,gen2,crystal,gen2/crystal/197.png,197
562,gen2,crystal,gen2/crystal/198.png,198
563,gen2,crystal,gen2/crystal/199.png,199
564,gen2,crystal,gen2/crystal/2.png,2
565,gen2,crystal,gen2/crystal/20.png,20
566,gen2,crystal,gen2/crystal/200.png,200
567,gen2,crystal,gen2/crystal/201-a.png,201
568,gen2,crystal,gen2/crystal/201-b.png,201
